Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Is Pseudo	# Transcripts	# Exons in Gene	# Exons in Transcript	Gene Name or Symbol	Transcript Length
PBANKA_0111400	PBANKA_0111400.1	P. berghei ANKA	PbANKA_01_v3:442,214..442,980(+)	conserved Plasmodium protein, unknown function	No	1	4	4	N/A	231
PBANKA_0111500	PBANKA_0111500.1	P. berghei ANKA	PbANKA_01_v3:443,993..444,279(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	192
PBANKA_0111600	PBANKA_0111600.1	P. berghei ANKA	PbANKA_01_v3:444,999..448,675(-)	rhoptry protein ROP14, putative	No	1	4	4	ROP14	3267
PBANKA_0111700	PBANKA_0111700.1	P. berghei ANKA	PbANKA_01_v3:450,549..451,316(+)	50S ribosomal protein L18, apicoplast, putative	No	1	2	2	N/A	639
PBANKA_0111800	PBANKA_0111800.1	P. berghei ANKA	PbANKA_01_v3:451,528..454,530(-)	AP-3 complex subunit beta, putative	No	1	1	1	N/A	3003
PBANKA_0111900	PBANKA_0111900.1	P. berghei ANKA	PbANKA_01_v3:457,092..459,260(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	2169
PBANKA_0112000	PBANKA_0112000.1	P. berghei ANKA	PbANKA_01_v3:459,663..461,609(-)	syntaxin-binding protein, putative	No	1	1	1	N/A	1947
PBANKA_0112100	PBANKA_0112100.1	P. berghei ANKA	PbANKA_01_v3:465,529..473,341(+)	AP2 domain transcription factor, putative	No	1	2	2	ApiAP2	7737
PBANKA_0112200	PBANKA_0112200.1	P. berghei ANKA	PbANKA_01_v3:473,752..479,628(-)	myosin E, putative	No	1	1	1	myoE	5877
PBANKA_0112300	PBANKA_0112300.1	P. berghei ANKA	PbANKA_01_v3:482,503..485,040(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	2538
PBANKA_0112400	PBANKA_0112400.1	P. berghei ANKA	PbANKA_01_v3:486,084..488,519(-)	cytosolic Fe-S cluster assembly factor NAR1, putative	No	1	1	1	NAR1	2436
PBANKA_0112500	PBANKA_0112500.1	P. berghei ANKA	PbANKA_01_v3:489,776..492,033(-)	major facilitator superfamily-related transporter, putative	No	1	4	4	MFR1	1800
PBANKA_0112600	PBANKA_0112600.1	P. berghei ANKA	PbANKA_01_v3:494,648..496,159(+)	fam-b protein	No	1	2	2	N/A	1329
PBANKA_0112621	PBANKA_0112621.1	P. berghei ANKA	PbANKA_01_v3:498,163..499,747(+)	PIR protein, pseudogene	Yes	1	8	8	N/A	1470
PBANKA_0112641	PBANKA_0112641.1	P. berghei ANKA	PbANKA_01_v3:501,042..501,904(+)	fam-b protein	No	1	2	2	N/A	693
PBANKA_0112661	PBANKA_0112661.1	P. berghei ANKA	PbANKA_01_v3:502,777..504,218(-)	fam-a protein	No	2	7	6	N/A	798
PBANKA_0112661	PBANKA_0112661.2	P. berghei ANKA	PbANKA_01_v3:502,777..504,218(-)	fam-a protein	No	2	7	4	N/A	489
PBANKA_0112681	PBANKA_0112681.1	P. berghei ANKA	PbANKA_01_v3:508,005..509,126(+)	PIR protein	No	1	3	3	N/A	891
PBANKA_0112701	PBANKA_0112701.1	P. berghei ANKA	PbANKA_01_v3:510,565..512,140(-)	fam-a protein	No	1	6	6	N/A	876
PBANKA_0112721	PBANKA_0112721.1	P. berghei ANKA	PbANKA_01_v3:513,815..515,305(-)	fam-a protein, pseudogene	Yes	1	11	11	N/A	843
PBANKA_0200400	PBANKA_0200400.1	P. berghei ANKA	PbANKA_02_v3:2,320..3,535(+)	Plasmodium exported protein, unknown function	No	1	2	2	N/A	981
PBANKA_0200500	PBANKA_0200500.1	P. berghei ANKA	PbANKA_02_v3:4,858..5,950(-)	PIR protein, pseudogene	Yes	1	3	3	N/A	789
PBANKA_0200600	PBANKA_0200600.1	P. berghei ANKA	PbANKA_02_v3:9,308..10,851(+)	fam-a protein	No	1	6	6	N/A	849
PBANKA_0200650	PBANKA_0200650.1	P. berghei ANKA	PbANKA_02_v3:12,310..13,879(+)	fam-a protein	No	1	6	6	N/A	816
PBANKA_0200670	PBANKA_0200670.1	P. berghei ANKA	PbANKA_02_v3:14,312..15,437(-)	PIR protein, pseudogene	Yes	1	6	6	N/A	894
PBANKA_0200700	PBANKA_0200700.1	P. berghei ANKA	PbANKA_02_v3:18,570..19,488(-)	fam-b protein	No	1	2	2	N/A	741
PBANKA_0200751	PBANKA_0200751.1	P. berghei ANKA	PbANKA_02_v3:21,872..23,037(-)	PIR protein, pseudogene	Yes	1	4	4	N/A	963
PBANKA_0201000	PBANKA_0201000.1	P. berghei ANKA	PbANKA_02_v3:25,817..26,771(-)	fam-b protein	No	1	2	2	N/A	777
PBANKA_0201051	PBANKA_0201051.1	P. berghei ANKA	PbANKA_02_v3:33,333..38,633(+)	conserved rodent malaria protein, unknown function	No	1	1	1	N/A	5301
PBANKA_0201100	PBANKA_0201100.1	P. berghei ANKA	PbANKA_02_v3:44,400..45,526(-)	PIR protein, pseudogene	Yes	1	4	4	N/A	825
PBANKA_0201200	PBANKA_0201200.1	P. berghei ANKA	PbANKA_02_v3:48,887..50,086(+)	fam-a protein, pseudogene	Yes	1	6	6	N/A	672
PBANKA_0201250	PBANKA_0201250.1	P. berghei ANKA	PbANKA_02_v3:51,408..52,140(-)	PIR protein, pseudogene	Yes	1	5	5	N/A	639
PBANKA_0201300	PBANKA_0201300.1	P. berghei ANKA	PbANKA_02_v3:53,529..54,899(+)	lysophospholipase, putative	No	1	1	1	N/A	1371
PBANKA_0201340	PBANKA_0201340.1	P. berghei ANKA	PbANKA_02_v3:56,384..56,843(-)	fam-c protein	No	1	2	2	N/A	330
PBANKA_0201360	PBANKA_0201360.1	P. berghei ANKA	PbANKA_02_v3:58,426..60,011(-)	PIR protein, pseudogene	Yes	1	7	7	N/A	1473
PBANKA_0201400	PBANKA_0201400.1	P. berghei ANKA	PbANKA_02_v3:64,257..65,897(+)	fam-a protein, pseudogene	Yes	1	6	6	N/A	858
PBANKA_0201450	PBANKA_0201450.1	P. berghei ANKA	PbANKA_02_v3:66,310..66,945(-)	PIR protein, pseudogene	Yes	1	3	3	N/A	633
PBANKA_0201500	PBANKA_0201500.1	P. berghei ANKA	PbANKA_02_v3:68,633..69,502(-)	Plasmodium exported protein, unknown function	No	1	2	2	N/A	687
PBANKA_0201600	PBANKA_0201600.1	P. berghei ANKA	PbANKA_02_v3:72,746..73,279(-)	early transcribed membrane protein	No	1	1	1	ETRAMP	534
PBANKA_0201700	PBANKA_0201700.1	P. berghei ANKA	PbANKA_02_v3:82,166..82,423(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	258
PBANKA_0201800	PBANKA_0201800.1	P. berghei ANKA	PbANKA_02_v3:83,766..85,672(+)	TatD-like deoxyribonuclease	No	1	5	5	TatD	1323
PBANKA_0201900	PBANKA_0201900.1	P. berghei ANKA	PbANKA_02_v3:85,816..86,292(+)	conserved protein, unknown function	No	1	3	3	N/A	240
PBANKA_0202000	PBANKA_0202000.1	P. berghei ANKA	PbANKA_02_v3:87,321..89,778(-)	eukaryotic translation initiation factor 4E, putative	No	1	8	8	N/A	1632
PBANKA_0202100	PBANKA_0202100.1	P. berghei ANKA	PbANKA_02_v3:90,934..91,284(+)	conserved protein, unknown function	No	1	1	1	N/A	351
PBANKA_0202200	PBANKA_0202200.1	P. berghei ANKA	PbANKA_02_v3:91,557..92,360(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	804
PBANKA_0202300	PBANKA_0202300.1	P. berghei ANKA	PbANKA_02_v3:92,992..94,572(+)	UMP-CMP kinase, putative	No	1	5	5	N/A	1086
PBANKA_0202400	PBANKA_0202400.1	P. berghei ANKA	PbANKA_02_v3:95,575..97,197(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1623
PBANKA_0202500	PBANKA_0202500.1	P. berghei ANKA	PbANKA_02_v3:99,350..102,481(+)	P-loop containing nucleoside triphosphate hydrolase, putative	No	1	1	1	N/A	3132
PBANKA_0202600	PBANKA_0202600.1	P. berghei ANKA	PbANKA_02_v3:103,116..103,799(+)	conserved protein, unknown function	No	1	3	3	N/A	294
PBANKA_0202700	PBANKA_0202700.1	P. berghei ANKA	PbANKA_02_v3:104,935..109,753(+)	kinesin-8, putative	No	1	5	5	N/A	4383
PBANKA_0202800	PBANKA_0202800.1	P. berghei ANKA	PbANKA_02_v3:110,329..110,934(+)	adenylate kinase-like protein 1, putative	No	1	1	1	AKLP1	606
PBANKA_0202900	PBANKA_0202900.1	P. berghei ANKA	PbANKA_02_v3:111,256..112,556(-)	transcription initiation factor TFIIB, putative	No	1	3	3	N/A	1104
PBANKA_0203000	PBANKA_0203000.1	P. berghei ANKA	PbANKA_02_v3:115,741..117,081(+)	chromatin assembly factor 1 protein WD40 domain, putative	No	1	1	1	N/A	1341
PBANKA_0203100	PBANKA_0203100.1	P. berghei ANKA	PbANKA_02_v3:118,344..122,675(-)	phosphatidylinositol-4-phosphate 5-kinase, putative	No	1	7	7	PIP5K	3726
PBANKA_0203200	PBANKA_0203200.1	P. berghei ANKA	PbANKA_02_v3:124,260..127,716(-)	bromodomain protein, putative	No	1	2	2	N/A	3342
PBANKA_0203300	PBANKA_0203300.1	P. berghei ANKA	PbANKA_02_v3:128,960..129,845(+)	DNA-directed RNA polymerase II subunit RPB9, putative	No	1	2	2	RPB9	681
PBANKA_0203400	PBANKA_0203400.1	P. berghei ANKA	PbANKA_02_v3:130,246..130,665(-)	FAD-linked sulfhydryl oxidase ERV1, putative	No	1	1	1	ERV1	420
PBANKA_0203500	PBANKA_0203500.1	P. berghei ANKA	PbANKA_02_v3:131,598..133,697(+)	selenocysteine-specific elongation factor, putative	No	1	1	1	SELB	2100
PBANKA_0203600	PBANKA_0203600.1	P. berghei ANKA	PbANKA_02_v3:133,870..134,559(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	690
PBANKA_0203650	PBANKA_0203650.1	P. berghei ANKA	PbANKA_02_v3:135,119..136,236(-)	conserved protein, unknown function	No	1	6	6	N/A	501
PBANKA_0203750	PBANKA_0203750.1	P. berghei ANKA	PbANKA_02_v3:136,373..139,623(-)	phosphatidate cytidylyltransferase, putative	No	1	13	13	N/A	1758
PBANKA_0203800	PBANKA_0203800.1	P. berghei ANKA	PbANKA_02_v3:140,319..141,986(-)	phenylalanine--tRNA ligase alpha subunit, putative	No	1	1	1	N/A	1668
PBANKA_0203900	PBANKA_0203900.1	P. berghei ANKA	PbANKA_02_v3:143,027..143,869(+)	rRNA biogenesis protein RRP36, putative	No	1	2	2	RRP36	567
PBANKA_0204000	PBANKA_0204000.1	P. berghei ANKA	PbANKA_02_v3:144,591..145,226(+)	cold-shock protein, putative	No	1	3	3	N/A	435
PBANKA_0204100	PBANKA_0204100.1	P. berghei ANKA	PbANKA_02_v3:145,808..146,458(+)	N-acetyltransferase, GNAT family, putative	No	1	2	2	N/A	459
PBANKA_0204200	PBANKA_0204200.1	P. berghei ANKA	PbANKA_02_v3:147,507..148,166(+)	tubulin-specific chaperone a, putative	No	1	2	2	N/A	498
PBANKA_0204300	PBANKA_0204300.1	P. berghei ANKA	PbANKA_02_v3:149,116..150,241(+)	fatty acid elongation protein, GNS1/SUR4 family, putative, pseudogene	Yes	1	4	4	N/A	969
PBANKA_0204400	PBANKA_0204400.1	P. berghei ANKA	PbANKA_02_v3:150,672..151,397(+)	cleavage and polyadenylation specificity factor subunit 5, putative	No	1	1	1	N/A	726
PBANKA_0204500	PBANKA_0204500.1	P. berghei ANKA	PbANKA_02_v3:151,574..154,801(-)	LCCL domain-containing protein, putative	No	1	2	2	CCp5	3150
PBANKA_0204600	PBANKA_0204600.1	P. berghei ANKA	PbANKA_02_v3:156,215..156,883(-)	photosensitized INA-labeled protein PHIL1	No	1	1	1	PHIL1	669
PBANKA_0204700	PBANKA_0204700.1	P. berghei ANKA	PbANKA_02_v3:158,791..161,234(-)	mitochondrial carrier protein, putative	No	1	11	11	N/A	1083
PBANKA_0204800	PBANKA_0204800.1	P. berghei ANKA	PbANKA_02_v3:162,512..165,722(+)	secreted ookinete protein, putative	No	1	4	4	PSOP24	2763
PBANKA_0204900	PBANKA_0204900.1	P. berghei ANKA	PbANKA_02_v3:166,232..168,005(+)	conserved protein, unknown function	No	1	6	6	N/A	906
PBANKA_0205000	PBANKA_0205000.1	P. berghei ANKA	PbANKA_02_v3:168,589..169,107(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	519
PBANKA_0205100	PBANKA_0205100.1	P. berghei ANKA	PbANKA_02_v3:170,399..172,540(+)	mitochondrial carrier protein, putative	No	1	9	9	N/A	1005
PBANKA_0205200	PBANKA_0205200.1	P. berghei ANKA	PbANKA_02_v3:173,254..178,908(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	5655
PBANKA_0205300	PBANKA_0205300.1	P. berghei ANKA	PbANKA_02_v3:181,697..183,685(-)	conserved protein, unknown function	No	1	1	1	N/A	1989
PBANKA_0205400	PBANKA_0205400.1	P. berghei ANKA	PbANKA_02_v3:184,766..185,813(+)	proteasome subunit beta type-3, putative	No	1	4	4	N/A	657
PBANKA_0205500	PBANKA_0205500.1	P. berghei ANKA	PbANKA_02_v3:186,553..187,332(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	780
PBANKA_0205600	PBANKA_0205600.1	P. berghei ANKA	PbANKA_02_v3:187,342..190,494(-)	double-strand break repair protein MRE11, putative	No	1	1	1	MRE11	3153
PBANKA_0205700	PBANKA_0205700.1	P. berghei ANKA	PbANKA_02_v3:191,198..192,460(-)	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative	No	1	1	1	Pb51	1263
PBANKA_0205800	PBANKA_0205800.1	P. berghei ANKA	PbANKA_02_v3:193,264..201,438(-)	eukaryotic translation initiation factor 2-alpha kinase 2	No	1	1	1	eIK2	8175
PBANKA_0205900	PBANKA_0205900.1	P. berghei ANKA	PbANKA_02_v3:206,786..211,194(+)	Niemann-Pick type C1-related protein, putative	No	1	4	4	NCR1	4074
PBANKA_0206000	PBANKA_0206000.1	P. berghei ANKA	PbANKA_02_v3:211,994..212,503(-)	ATP synthase-associated protein, putative	No	1	1	1	N/A	510
PBANKA_0206100	PBANKA_0206100.1	P. berghei ANKA	PbANKA_02_v3:213,722..215,716(-)	CCR4 domain-containing protein 3, putative	No	1	10	10	CCR4-3	1017
PBANKA_0206200	PBANKA_0206200.1	P. berghei ANKA	PbANKA_02_v3:216,165..217,598(+)	conserved protein, unknown function	No	1	1	1	N/A	1434
PBANKA_0206300	PBANKA_0206300.1	P. berghei ANKA	PbANKA_02_v3:217,848..219,296(-)	centrin-1, putative	No	1	6	6	CEN1	507
PBANKA_0206400	PBANKA_0206400.1	P. berghei ANKA	PbANKA_02_v3:220,299..222,227(-)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative	No	1	1	1	IspD	1929
PBANKA_0206500	PBANKA_0206500.1	P. berghei ANKA	PbANKA_02_v3:223,458..225,365(-)	ras-related protein Rab-5C, putative	No	1	9	9	RAB5c	645
PBANKA_0206600	PBANKA_0206600.1	P. berghei ANKA	PbANKA_02_v3:226,766..230,323(-)	asparagine and aspartate rich protein 2, putative	No	1	1	1	N/A	3558
PBANKA_0206700	PBANKA_0206700.1	P. berghei ANKA	PbANKA_02_v3:231,360..232,178(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	819
PBANKA_0206800	PBANKA_0206800.1	P. berghei ANKA	PbANKA_02_v3:232,873..236,811(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	3939
PBANKA_0206900	PBANKA_0206900.1	P. berghei ANKA	PbANKA_02_v3:238,071..239,009(-)	pre-rRNA-processing protein TSR2, putative	No	1	4	4	N/A	480
PBANKA_0207000	PBANKA_0207000.1	P. berghei ANKA	PbANKA_02_v3:241,695..245,253(+)	calcium-transporting ATPase, putative	No	1	3	3	SERCA	3363
PBANKA_0207100	PBANKA_0207100.1	P. berghei ANKA	PbANKA_02_v3:246,014..246,841(+)	EF hand domain-containing protein, putative	No	1	2	2	N/A	636
PBANKA_0207200	PBANKA_0207200.1	P. berghei ANKA	PbANKA_02_v3:247,988..249,139(+)	V-type proton ATPase subunit C, putative	No	1	1	1	N/A	1152
PBANKA_0207300	PBANKA_0207300.1	P. berghei ANKA	PbANKA_02_v3:250,559..252,652(+)	conserved protein, unknown function	No	1	1	1	N/A	2094
PBANKA_0207400	PBANKA_0207400.1	P. berghei ANKA	PbANKA_02_v3:253,106..254,641(-)	3'-5' exonuclease, putative	No	1	1	1	N/A	1536
PBANKA_0207500	PBANKA_0207500.1	P. berghei ANKA	PbANKA_02_v3:256,770..259,326(+)	cyclin-dependent kinases regulatory subunit, putative	No	1	2	2	N/A	2466
PBANKA_0207600	PBANKA_0207600.1	P. berghei ANKA	PbANKA_02_v3:260,565..267,122(-)	asparagine-rich antigen, putative	No	1	1	1	N/A	6558
PBANKA_0207700	PBANKA_0207700.1	P. berghei ANKA	PbANKA_02_v3:270,966..274,970(+)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	3540
PBANKA_0207800	PBANKA_0207800.1	P. berghei ANKA	PbANKA_02_v3:275,979..276,968(+)	conserved protein, unknown function	No	1	1	1	N/A	990
PBANKA_0207900	PBANKA_0207900.1	P. berghei ANKA	PbANKA_02_v3:277,689..278,269(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	423
PBANKA_0208000	PBANKA_0208000.1	P. berghei ANKA	PbANKA_02_v3:279,027..279,777(+)	cyclase-associated protein	No	1	2	2	C-CAP	486
PBANKA_0208100	PBANKA_0208100.1	P. berghei ANKA	PbANKA_02_v3:280,842..282,512(+)	heptatricopeptide repeat and RAP domain-containing protein, putative	No	1	1	1	N/A	1671
PBANKA_0208200	PBANKA_0208200.1	P. berghei ANKA	PbANKA_02_v3:283,069..283,497(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	429
PBANKA_0208300	PBANKA_0208300.1	P. berghei ANKA	PbANKA_02_v3:286,146..287,666(-)	novel putative transporter 1	No	1	1	1	NPT1	1521
PBANKA_0208400	PBANKA_0208400.1	P. berghei ANKA	PbANKA_02_v3:288,951..290,825(-)	major facilitator superfamily-related transporter, putative	No	1	1	1	MFR2	1875
PBANKA_0208500	PBANKA_0208500.1	P. berghei ANKA	PbANKA_02_v3:291,596..295,393(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	3798
PBANKA_0208600	PBANKA_0208600.1	P. berghei ANKA	PbANKA_02_v3:295,938..296,759(+)	conserved protein, unknown function	No	1	1	1	N/A	822
PBANKA_0208700	PBANKA_0208700.1	P. berghei ANKA	PbANKA_02_v3:297,100..298,578(-)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase, putative	No	1	1	1	LytB	1479
PBANKA_0208800	PBANKA_0208800.1	P. berghei ANKA	PbANKA_02_v3:299,759..308,804(-)	ubiquitin carboxyl-terminal hydrolase 1, putative	No	1	3	3	UBP1	8838
PBANKA_0208900	PBANKA_0208900.1	P. berghei ANKA	PbANKA_02_v3:312,305..313,630(+)	StAR-related lipid transfer protein, putative	No	1	1	1	N/A	1326
PBANKA_0209000	PBANKA_0209000.1	P. berghei ANKA	PbANKA_02_v3:314,627..317,168(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	2457
PBANKA_0209100	PBANKA_0209100.1	P. berghei ANKA	PbANKA_02_v3:319,172..319,980(-)	thrombospondin-related sporozoite protein	No	1	3	3	TRSP	480
PBANKA_0209200	PBANKA_0209200.1	P. berghei ANKA	PbANKA_02_v3:320,987..322,504(-)	parasite-infected erythrocyte surface protein	No	1	1	1	PIESP15	1518
PBANKA_0209300	PBANKA_0209300.1	P. berghei ANKA	PbANKA_02_v3:324,794..326,996(+)	actin-related protein	No	1	10	10	ARP1	1140
PBANKA_0209400	PBANKA_0209400.1	P. berghei ANKA	PbANKA_02_v3:327,499..329,659(-)	L-seryl-tRNA(Sec) kinase, putative	No	1	6	6	PSTK	1623
PBANKA_0209500	PBANKA_0209500.1	P. berghei ANKA	PbANKA_02_v3:329,946..333,329(-)	ATP-dependent RNA helicase, putative	No	1	2	2	N/A	3177
PBANKA_0209600	PBANKA_0209600.1	P. berghei ANKA	PbANKA_02_v3:333,603..339,009(-)	conserved Plasmodium protein, unknown function	No	1	7	7	N/A	4680
PBANKA_0209700	PBANKA_0209700.1	P. berghei ANKA	PbANKA_02_v3:340,868..345,481(+)	zinc-carboxypeptidase, putative	No	1	1	1	N/A	4614
PBANKA_0209800	PBANKA_0209800.1	P. berghei ANKA	PbANKA_02_v3:346,406..348,634(+)	conserved protein, unknown function	No	1	1	1	N/A	2229
PBANKA_0209900	PBANKA_0209900.1	P. berghei ANKA	PbANKA_02_v3:350,351..351,822(+)	nucleoside transporter 4, putative	No	1	2	2	NT4	1290
PBANKA_0210000	PBANKA_0210000.1	P. berghei ANKA	PbANKA_02_v3:352,921..356,811(+)	vacuolar protein sorting-associated protein 51, putative	No	1	1	1	VPS51	3891
PBANKA_0210100	PBANKA_0210100.1	P. berghei ANKA	PbANKA_02_v3:357,472..359,210(+)	vacuolar protein sorting-associated protein VTA1, putative	No	1	7	7	N/A	846
PBANKA_0210200	PBANKA_0210200.1	P. berghei ANKA	PbANKA_02_v3:360,274..362,334(+)	aspartate--tRNA ligase, putative	No	1	1	1	N/A	2061
PBANKA_0210300	PBANKA_0210300.1	P. berghei ANKA	PbANKA_02_v3:363,312..364,796(+)	seipin domain-containing protein, putative	No	1	1	1	N/A	1485
PBANKA_0210400	PBANKA_0210400.1	P. berghei ANKA	PbANKA_02_v3:365,994..369,314(+)	DNA mismatch repair protein PMS1, putative	No	1	2	2	PMS1	3231
PBANKA_0210500	PBANKA_0210500.1	P. berghei ANKA	PbANKA_02_v3:369,489..382,514(-)	conserved Plasmodium protein, unknown function	No	1	5	5	N/A	12615
PBANKA_0210600	PBANKA_0210600.1	P. berghei ANKA	PbANKA_02_v3:383,882..392,643(-)	ubiquitin carboxyl-terminal hydrolase, putative	No	1	4	4	N/A	8367
PBANKA_0210700	PBANKA_0210700.1	P. berghei ANKA	PbANKA_02_v3:395,695..397,903(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	2040
PBANKA_0210800	PBANKA_0210800.1	P. berghei ANKA	PbANKA_02_v3:398,347..398,859(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	513
PBANKA_0210900	PBANKA_0210900.1	P. berghei ANKA	PbANKA_02_v3:399,067..399,676(-)	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2, putative	No	1	3	3	OST2	318
PBANKA_0211000	PBANKA_0211000.1	P. berghei ANKA	PbANKA_02_v3:400,844..402,160(+)	mitochondrial import inner membrane translocase subunit TIM50, putative	No	1	1	1	TIM50	1317
PBANKA_0211100	PBANKA_0211100.1	P. berghei ANKA	PbANKA_02_v3:402,591..405,410(-)	vacuolar protein sorting-associated protein 53, putative	No	1	1	1	VPS53	2820
PBANKA_0211200	PBANKA_0211200.1	P. berghei ANKA	PbANKA_02_v3:406,241..408,892(-)	conserved protein, unknown function	No	1	1	1	N/A	2652
PBANKA_0211300	PBANKA_0211300.1	P. berghei ANKA	PbANKA_02_v3:410,134..411,759(-)	cysteine desulfurase, putative	No	1	1	1	NFS	1626
PBANKA_0211400	PBANKA_0211400.1	P. berghei ANKA	PbANKA_02_v3:412,707..415,028(-)	DNA (cytosine-5)-methyltransferase, putative	No	1	1	1	DNMT	2322
PBANKA_0211500	PBANKA_0211500.1	P. berghei ANKA	PbANKA_02_v3:416,055..417,175(+)	proteasome subunit alpha type-5, putative	No	1	3	3	N/A	771
PBANKA_0211600	PBANKA_0211600.1	P. berghei ANKA	PbANKA_02_v3:417,751..419,913(-)	mTERF domain-containing protein, putative	No	1	1	1	N/A	2163
PBANKA_0211700	PBANKA_0211700.1	P. berghei ANKA	PbANKA_02_v3:420,929..424,258(+)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	3069
PBANKA_0211800	PBANKA_0211800.1	P. berghei ANKA	PbANKA_02_v3:424,829..427,294(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	2466
PBANKA_0211900	PBANKA_0211900.1	P. berghei ANKA	PbANKA_02_v3:429,151..434,103(+)	cation transporting ATPase, putative	No	1	1	1	N/A	4953
PBANKA_0212000	PBANKA_0212000.1	P. berghei ANKA	PbANKA_02_v3:436,210..441,618(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	5409
PBANKA_0212100	PBANKA_0212100.1	P. berghei ANKA	PbANKA_02_v3:442,872..444,152(-)	eukaryotic translation initiation factor 2 subunit alpha	No	1	2	2	eIF2alpha	981
PBANKA_0212200	PBANKA_0212200.1	P. berghei ANKA	PbANKA_02_v3:445,464..460,922(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	15459
PBANKA_0212300	PBANKA_0212300.1	P. berghei ANKA	PbANKA_02_v3:462,404..464,199(+)	actin-like protein, putative	No	1	2	2	ALP3	1620
PBANKA_0212400	PBANKA_0212400.1	P. berghei ANKA	PbANKA_02_v3:464,787..465,497(-)	conserved protein, unknown function	No	1	1	1	N/A	711
PBANKA_0212500	PBANKA_0212500.1	P. berghei ANKA	PbANKA_02_v3:466,326..466,832(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	381
PBANKA_0212600	PBANKA_0212600.1	P. berghei ANKA	PbANKA_02_v3:467,067..468,072(-)	conserved Plasmodium protein, unknown function	No	1	5	5	N/A	396
PBANKA_0212700	PBANKA_0212700.1	P. berghei ANKA	PbANKA_02_v3:469,835..475,726(+)	RING zinc finger protein, putative	No	1	5	5	N/A	5286
PBANKA_0212800	PBANKA_0212800.1	P. berghei ANKA	PbANKA_02_v3:476,469..478,970(-)	alpha/beta hydrolase, putative	No	1	4	4	N/A	1686
PBANKA_0212900	PBANKA_0212900.1	P. berghei ANKA	PbANKA_02_v3:480,543..482,143(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	1194
PBANKA_0213000	PBANKA_0213000.1	P. berghei ANKA	PbANKA_02_v3:482,223..484,809(-)	RNA-binding protein, putative	No	1	8	8	N/A	1581
PBANKA_0213100	PBANKA_0213100.1	P. berghei ANKA	PbANKA_02_v3:485,406..486,660(+)	signal recognition particle subunit SRP9, putative	No	1	5	5	SRP9	303
PBANKA_0213200	PBANKA_0213200.1	P. berghei ANKA	PbANKA_02_v3:487,985..495,028(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	7044
PBANKA_0213300	PBANKA_0213300.1	P. berghei ANKA	PbANKA_02_v3:496,254..497,156(+)	1-cys peroxiredoxin, putative	No	1	2	2	AOP	738
PBANKA_0213400	PBANKA_0213400.1	P. berghei ANKA	PbANKA_02_v3:497,780..500,251(-)	60S ribosomal export protein NMD3, putative	No	1	1	1	NMD3	2472
PBANKA_0213500	PBANKA_0213500.1	P. berghei ANKA	PbANKA_02_v3:501,505..502,554(+)	ribosome biogenesis protein BRX1, putative	No	1	1	1	N/A	1050
PBANKA_0213600	PBANKA_0213600.1	P. berghei ANKA	PbANKA_02_v3:503,640..506,075(+)	mRNA (N6-adenosine)-methyltransferase, putative	No	1	1	1	N/A	2436
PBANKA_0213700	PBANKA_0213700.1	P. berghei ANKA	PbANKA_02_v3:507,354..508,499(+)	conserved Plasmodium protein, unknown function	No	1	5	5	N/A	492
PBANKA_0213800	PBANKA_0213800.1	P. berghei ANKA	PbANKA_02_v3:508,715..511,213(-)	conserved protein, unknown function	No	1	2	2	N/A	2319
PBANKA_0213900	PBANKA_0213900.1	P. berghei ANKA	PbANKA_02_v3:512,827..513,120(+)	dynein light chain, putative	No	1	1	1	N/A	294
